Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
POL004069,,,Auto,99153.68,1,0,802.93,552.39,Low
POL004070,72.0,Female,Auto,87281.85,1,1,6402.52,20389.08,High
POL004071,26.0,Male,Auto,46810.23,5,1,6791.86,10174.34,High
POL004072,64.0,Male,,136214.67,3,1,4467.85,18527.68,High
POL004073,32.0,Male,Health,39909.59,3,0,1692.22,12799.57,Medium
POL004074,65.0,Male,Property,98731.58,1,0,1760.3,3751.09,Low
POL004075,63.0,Male,Life,85782.1,1,0,2021.86,3116.67,Low
POL004076,57.0,Male,Property,45646.44,1,0,2093.43,10759.23,Low
POL004077,35.0,Male,Health,71892.48,1,0,3996.52,1076.09,Low
POL004078,120.0,Male,Auto,73031.18,1,0,4728.22,705.46,Low
POL004079,,,Life,107639.57,1,0,3146.94,6894.15,Low
POL004080,37.0,Male,Life,57167.23,0,0,2264.14,607.99,Low
POL004081,23.0,Male,Property,68451.37,3,0,1826.57,7500.52,Medium
POL004082,29.0,Female,Health,30000.0,1,0,4232.7,9776.48,Low
POL004083,19.0,Female,Health,118369.07,1,0,905.36,3500.34,Low
POL004084,115.0,Female,Health,48238.29,1,0,2449.34,13493.21,Low
POL004085,33.0,Male,Life,83172.77,0,0,3493.85,3084.15,Low
POL004086,20.0,Female,Property,72464.8,1,0,1627.5,3638.69,Low
POL004087,62.0,Male,Life,72549.98,0,0,1105.54,13704.6,Low
POL004088,20.0,,Life,,0,0,3433.06,10344.37,Low
POL004089,44.0,Male,Auto,116781.56,0,1,6573.89,12800.82,High
POL004090,67.0,Female,Property,81287.34,2,1,6398.57,18558.46,High
POL004091,60.0,Male,Auto,91376.95,1,0,4901.97,11559.29,Low
POL004092,108.0,Male,Health,83222.29,2,1,5368.93,26144.98,High
POL004093,55.0,Male,Life,100438.29,2,0,4936.19,5194.72,Medium
POL004094,50.0,Female,Property,,0,0,710.86,12407.0,Low
POL004095,45.0,Female,Health,101884.76,1,1,4607.03,22613.53,High
POL004096,18.0,Male,Property,102762.5,0,0,4363.94,14118.79,Low
POL004097,72.0,Female,Life,102063.43,2,0,1948.86,14923.65,Medium
POL004098,25.0,Female,Property,58496.3,2,0,2107.66,271.82,Medium
POL004099,,,Health,70791.56,3,0,730.28,4869.8,Medium
POL004100,49.0,Male,Auto,80986.67,3,0,510.69,2970.44,Medium
POL004101,77.0,Female,Life,40728.95,0,0,3348.12,3282.73,Low
POL004102,65.0,Male,Auto,114873.01,1,1,6594.61,10734.47,High
POL004103,,Female,Life,74693.09,1,1,6280.21,25864.81,High
POL004104,54.0,Male,Health,82098.2,2,0,1523.72,14107.01,Medium
POL004105,,Male,Life,60574.89,3,0,4313.61,10477.42,Medium
POL004106,47.0,Male,Auto,41828.06,3,0,1679.94,8368.86,Medium
POL004107,23.0,Female,Life,59899.25,2,0,2515.61,9606.23,Medium
POL004108,63.0,Male,Health,80480.1,0,0,2156.72,12849.61,Low
POL004109,71.0,Female,Life,91835.72,1,0,4348.33,204.83,Low
POL004110,36.0,Male,Auto,79044.79,2,0,4194.56,6481.01,Medium
POL004111,49.0,Female,Health,83668.1,0,0,2487.65,7647.92,Low
POL004112,26.0,Female,Auto,66574.34,4,1,3705.99,17458.67,High
POL004113,29.0,,,87406.21,1,0,4034.57,2663.93,Low
POL004114,28.0,,,112070.82,2,0,1462.36,11190.91,Medium
POL004115,63.0,Female,Auto,92619.74,2,0,4734.22,13867.81,Medium
POL004116,72.0,Male,Life,95238.55,3,0,1930.86,11483.82,Medium
POL004117,33.0,Female,Property,82350.41,1,1,3934.83,25304.97,High
POL004118,18.0,Male,Property,37421.12,2,0,4137.36,9925.74,Medium
POL004119,62.0,Female,Health,48883.34,3,0,4078.18,3222.02,Medium
POL004120,72.0,Female,Property,86371.9,2,0,3619.1,9116.38,Medium
POL004121,70.0,Male,Auto,74726.52,1,0,1021.14,8610.3,Low
POL004122,38.0,Male,Auto,85996.07,0,0,1589.8,14359.99,Low
POL004123,,Male,Property,116910.59,2,0,3710.96,2935.3,Medium
POL004124,30.0,Female,Life,93150.9,0,0,4367.32,852.57,Low
POL004125,122.0,Female,Auto,,3,1,5683.58,19823.36,High
POL004126,21.0,Female,Auto,77367.03,0,0,4951.32,5224.66,Low
POL004127,45.0,Female,Health,54819.61,3,0,3295.44,11278.2,Medium
POL004128,55.0,Female,Life,73553.35,0,0,4195.5,14898.9,Low
POL004129,75.0,Male,Property,54881.2,1,0,4034.82,6080.34,Low
POL004130,126.0,Male,Life,113957.37,1,0,982.53,2362.55,Low
POL004131,76.0,Female,Health,94759.78,0,0,2041.82,8356.29,Low
POL004132,72.0,Female,Health,88012.81,1,1,3702.68,10939.13,High
POL004133,,Female,Life,105898.58,1,1,5882.31,24808.82,High
POL004134,22.0,Male,Health,30000.0,2,1,3630.51,27853.23,High
POL004135,42.0,Male,Health,89703.45,1,0,3026.47,13631.96,Low
POL004136,20.0,Male,Health,42233.86,2,0,4914.23,12588.76,Medium
POL004137,50.0,Male,Life,74818.61,2,1,4146.54,14757.22,High
POL004138,21.0,Male,Health,67207.31,2,0,3025.22,4555.91,Medium
POL004139,42.0,Female,Property,91543.42,2,0,4550.59,13551.18,Medium
POL004140,37.0,Male,Property,80704.68,3,0,678.05,13009.8,Medium
POL004141,,Female,Auto,108627.93,1,0,2739.65,9442.45,Low
POL004142,43.0,Male,Property,59952.57,0,0,1458.5,13665.55,Low
POL004143,,,Auto,,1,0,4812.08,908.13,Low
POL004144,79.0,Male,Life,79055.58,0,0,3494.34,11805.88,Low
POL004145,22.0,Male,Health,34117.74,2,0,1728.19,2268.12,Medium
POL004146,52.0,Male,Property,52034.59,3,0,4954.27,5179.51,Medium
POL004147,78.0,Other,Auto,71253.05,2,0,1482.24,10970.8,Medium
POL004148,94.0,Female,Life,102807.31,2,0,1989.54,3224.29,Medium
POL004149,46.0,Male,Auto,86593.08,1,0,3538.18,3544.95,Low
POL004150,26.0,Male,Health,45812.48,3,0,3053.78,3259.5,Medium
POL004151,69.0,Female,Property,71492.09,6,0,4210.15,6897.95,High
POL004152,55.0,Male,Life,125445.16,5,0,3511.87,1306.68,High
POL004153,67.0,Male,Auto,77780.58,1,0,3101.81,13309.18,Low
POL004154,23.0,Female,Life,66816.86,2,0,2009.84,10972.9,Medium
POL004155,36.0,Female,Auto,87293.49,2,0,1831.22,7751.3,Medium
POL004156,77.0,Male,Auto,94084.83,5,1,4866.36,26407.57,High
POL004157,61.0,Male,,63595.79,0,0,2313.26,1952.48,Low
POL004158,74.0,Female,Health,87564.37,3,0,4051.24,1567.17,Medium
POL004159,28.0,Male,Auto,66777.76,1,0,1780.28,319.77,Low
POL004160,19.0,Male,Property,92983.19,0,0,4465.06,10039.66,Low
POL004161,64.0,Female,,79242.33,1,0,4106.11,7701.23,Low
POL004162,61.0,Female,Life,87049.2,3,0,4989.34,5792.75,Medium
POL004163,61.0,Male,Health,56020.41,3,0,3766.1,5278.25,Medium
POL004164,26.0,Other,Property,54467.84,0,0,721.55,6974.66,Low
POL004165,38.0,Female,Auto,98637.43,2,0,3170.39,7176.92,Medium
POL004166,41.0,Male,Health,73015.09,3,1,5794.62,16493.1,High
POL004167,51.0,Other,Auto,82125.87,2,0,4768.38,8019.87,Medium
POL004168,39.0,Male,Auto,67340.11,1,0,3704.31,815.61,Low
POL004169,20.0,Male,Health,97468.17,3,1,3589.22,22465.26,High
POL004170,29.0,Female,Property,59804.75,2,1,3635.23,8506.85,High
POL004171,45.0,Male,Life,71609.97,0,0,4851.39,240.93,Low
POL004172,47.0,Male,Health,94649.82,4,0,1267.86,4403.59,High
POL004173,43.0,Male,Property,104324.19,0,0,2251.82,14742.55,Low
POL004174,86.0,Male,Auto,61906.02,3,0,2750.22,822.01,Medium
POL004175,38.0,Female,Health,123992.1,1,0,2990.28,2286.21,Low
POL004176,45.0,Female,Life,82831.04,1,1,5841.69,17912.84,High
POL004177,73.0,Other,Life,48926.79,3,0,3778.29,5366.4,Medium
POL004178,43.0,Male,Auto,84226.3,2,0,746.34,14779.94,Medium
POL004179,79.0,Male,Health,65425.02,2,0,3756.82,8139.92,Medium
POL004180,50.0,Male,Life,85851.71,0,1,3215.17,18214.76,High
POL004181,38.0,Male,Health,73928.59,2,1,4912.09,25291.72,High
POL004182,52.0,Male,Life,76856.84,0,0,2525.83,4154.17,Low
POL004183,69.0,Female,Auto,52210.17,2,0,3621.07,4397.46,Medium
POL004184,51.0,Female,Auto,99751.53,2,0,3565.88,9585.32,Medium
POL004185,58.0,Other,Health,46096.82,2,0,2203.18,9099.81,Medium
POL004186,68.0,Male,Property,47280.88,0,0,4159.56,8348.66,Low
POL004187,64.0,Female,Property,84184.01,2,0,1046.68,2917.15,Medium
POL004188,35.0,Male,Auto,115071.11,2,0,1547.24,4025.34,Medium
POL004189,75.0,Male,Life,66185.17,2,0,2411.13,4407.84,Medium
POL004190,28.0,Female,Property,92524.31,2,0,1484.84,13006.89,Medium
POL004191,74.0,Female,Auto,101833.5,0,0,4674.13,12278.27,Low
POL004192,40.0,Male,Life,95367.11,0,0,4675.09,3154.9,Low
POL004193,65.0,Male,Life,67219.79,1,0,1267.73,2281.75,Low
POL004194,39.0,Male,Property,47723.83,2,1,6545.67,18395.33,High
POL004195,34.0,Female,Auto,30000.0,1,0,4964.01,1107.81,Low
POL004196,22.0,Male,Life,68428.99,0,0,587.38,14770.84,Low
POL004197,61.0,Other,Life,104452.18,1,0,694.82,12188.28,Low
POL004198,28.0,Male,Health,46895.85,2,0,4293.18,352.23,Medium
POL004199,47.0,Male,Health,92505.25,1,0,2219.79,198.72,Low
POL004200,32.0,Female,Property,51246.19,1,0,3788.36,10379.8,Low
POL004201,44.0,,,77651.81,1,0,3281.93,4737.97,Low
POL004202,88.0,Male,Auto,92694.79,2,0,3624.44,1574.39,Medium
POL004203,50.0,Female,Property,58512.61,2,0,1388.29,7013.84,Medium
POL004204,37.0,Female,Property,79262.12,1,0,2961.91,380.69,Low
POL004205,78.0,Female,Health,64622.72,1,1,6555.53,15863.4,High
POL004206,33.0,Female,Life,92628.72,1,0,2984.74,3639.91,Low
POL004207,51.0,Female,Auto,80882.93,0,0,4751.11,4046.66,Low
POL004208,19.0,Female,Auto,76412.69,1,0,573.29,4364.84,Low
POL004209,52.0,Female,Auto,113958.75,1,0,1466.12,4684.78,Low
POL004210,57.0,Male,Property,91557.65,2,0,831.32,398.63,Medium
POL004211,73.0,Male,Auto,57741.2,0,1,5810.9,19873.55,High
POL004212,45.0,Male,Life,72853.4,2,1,6186.23,14846.73,High
POL004213,64.0,Male,Life,73102.53,0,0,3831.44,9797.03,Low
POL004214,,Male,Health,77007.99,0,0,1155.47,2482.75,Low
POL004215,23.0,Other,Auto,138112.73,2,0,734.83,14922.78,Medium
POL004216,26.0,Male,Property,84271.3,1,0,1359.43,2123.77,Low
POL004217,37.0,Male,Health,30000.0,1,0,1742.89,12192.18,Low
POL004218,77.0,,Life,,1,0,2562.24,3383.37,Low
POL004219,18.0,Male,Auto,30000.0,3,1,5116.49,12536.98,High
POL004220,,Male,Life,66755.04,0,0,3277.74,4930.61,Low
POL004221,72.0,Male,Health,30000.0,1,0,3453.14,4684.87,Low
POL004222,40.0,Male,Life,53210.24,2,0,1809.17,7349.03,Medium
POL004223,20.0,Male,Auto,36981.96,4,1,5849.72,25035.48,High
POL004224,21.0,Female,Auto,84604.0,4,0,1356.77,8248.16,High
POL004225,75.0,Female,Health,75013.48,0,1,5374.13,14987.66,High
POL004226,42.0,Male,Auto,82574.06,6,0,3426.52,14596.47,High
POL004227,64.0,Male,Life,72386.22,3,0,3225.97,3667.22,Medium
POL004228,55.0,Male,Life,40142.56,0,0,4616.93,11492.87,Low
POL004229,32.0,Female,Property,87838.03,0,0,4223.71,7098.79,Low
POL004230,38.0,Male,Property,123055.61,0,0,3091.89,664.99,Low
POL004231,52.0,Male,Property,85230.31,0,0,1253.23,2375.28,Low
POL004232,74.0,Female,Life,64351.89,2,0,1956.06,13935.56,Medium
POL004233,70.0,Male,Life,39298.32,2,1,6633.66,26980.48,High
POL004234,70.0,Male,Health,52298.33,2,0,2393.14,2247.81,Medium
POL004235,114.0,Male,Property,86325.99,1,0,789.86,860.66,Low
POL004236,69.0,Female,Life,101827.95,1,0,2112.05,2375.37,Low
POL004237,31.0,Female,Health,81521.65,1,0,1344.54,8800.54,Low
POL004238,95.0,Female,Life,94997.18,3,0,3087.0,9540.16,Medium
POL004239,29.0,Female,Health,92691.96,0,0,4687.0,5745.82,Low
POL004240,34.0,,,87663.36,1,0,1129.27,4285.23,Low
POL004241,56.0,Other,Property,58538.16,2,0,4375.1,3182.96,Medium
POL004242,26.0,Other,Property,79348.09,0,0,1679.54,6639.19,Low
POL004243,52.0,Male,Life,53790.55,3,0,3600.21,436.16,Medium
POL004244,77.0,Female,Life,75435.72,1,0,3233.21,229.72,Low
POL004245,30.0,Male,Health,83271.59,1,0,1481.68,11986.73,Low
POL004246,32.0,Male,Auto,116969.6,1,0,2162.37,8002.34,Low
POL004247,35.0,,Auto,,2,0,2960.37,11740.05,Medium
POL004248,68.0,Male,Property,87037.69,2,0,4603.51,1797.51,Medium
POL004249,50.0,Female,Auto,112030.91,0,0,1329.32,12248.45,Low
POL004250,23.0,Male,Property,93971.19,2,1,3380.46,13253.76,High
POL004251,76.0,Female,Health,95823.64,0,0,4974.78,8047.27,Low
POL004252,44.0,Female,Auto,89692.37,0,0,4053.22,1671.01,Low
POL004253,40.0,Female,Auto,107458.36,4,0,2228.97,1936.42,High
POL004254,76.0,Male,Property,47813.05,1,0,1139.87,2993.32,Low
POL004255,44.0,Male,Health,40351.83,1,0,2753.34,2860.37,Low
POL004256,51.0,Female,Auto,74841.65,1,0,3126.98,14178.56,Low
POL004257,,,Auto,30000.0,0,0,1662.56,12024.39,Low
POL004258,63.0,Other,Auto,105766.15,0,0,3704.1,4840.31,Low
POL004259,55.0,Female,Health,105517.88,2,0,2934.7,12266.99,Medium
POL004260,31.0,Male,Health,64166.24,3,0,2151.53,11604.81,Medium
POL004261,53.0,Male,Auto,65730.74,1,0,1803.44,5393.45,Low
POL004262,70.0,Male,Property,73191.31,2,0,1782.32,546.78,Medium
POL004263,25.0,Female,Property,76300.52,1,0,4054.22,230.3,Low
POL004264,79.0,Male,Auto,78179.35,3,1,4001.43,26075.68,High
POL004265,52.0,Male,Health,88955.8,1,0,1773.21,776.39,Low
POL004266,36.0,Male,Auto,70684.34,2,0,4048.06,1904.32,Medium
POL004267,47.0,Female,Health,98579.83,3,0,598.15,3891.15,Medium
POL004268,31.0,Male,Auto,86148.69,3,0,4979.08,2767.42,Medium
POL004269,76.0,Male,Health,,0,0,4499.12,2257.11,Low
POL004270,,Female,Life,108377.82,1,0,3843.33,4005.93,Low
POL004271,66.0,Female,Property,41043.58,0,1,3621.65,26847.61,High
POL004272,42.0,Female,Life,72695.85,3,0,4504.45,6722.09,Medium
POL004273,57.0,Male,Property,99172.94,2,0,4174.3,9981.69,Medium
POL004274,41.0,Male,Health,56923.17,1,0,4106.2,13938.54,Low
POL004275,31.0,Female,Life,82738.89,1,0,1289.05,120.18,Low
POL004276,43.0,Male,Property,88583.49,2,0,3269.62,14273.62,Medium
POL004277,116.0,Female,Auto,53486.9,3,0,4549.99,4259.18,Medium
POL004278,40.0,Female,,73188.06,1,0,2770.06,4383.87,Low
POL004279,39.0,Male,Health,71087.4,0,0,2982.09,9478.2,Low
POL004280,65.0,Female,Auto,61206.55,1,1,4143.44,11021.84,High
POL004281,74.0,Female,Auto,132541.87,2,1,6061.84,13185.49,High
POL004282,36.0,Male,Property,55922.34,3,0,4371.56,10700.57,Medium
POL004283,63.0,Female,Health,100123.26,3,0,2797.01,2829.5,Medium
POL004284,68.0,Male,Property,65179.97,2,0,4860.4,13947.64,Medium
POL004285,20.0,Male,Auto,47834.1,0,0,2316.06,14819.17,Low
POL004286,59.0,Male,Health,77570.36,0,0,1046.28,2800.23,Low
POL004287,36.0,Female,Auto,91227.33,2,0,565.56,11329.92,Medium
POL004288,,Female,Property,98012.74,0,0,3105.65,14878.17,Low
POL004289,45.0,Female,Property,114056.63,2,0,4160.33,14334.08,Medium
POL004290,37.0,Male,Property,148631.16,2,0,4318.05,8517.23,Medium
POL004291,62.0,Female,Health,81262.86,0,1,3297.23,13197.51,High
POL004292,24.0,Male,Auto,58422.7,1,0,2868.36,273.79,Low
POL004293,31.0,Female,Auto,86321.86,1,0,1445.89,13483.71,Low
POL004294,26.0,Male,Property,68344.68,0,0,3552.17,630.36,Low
POL004295,76.0,,,98149.15,2,0,4518.14,8688.69,Medium
POL004296,77.0,Male,Property,42570.89,2,0,1335.59,2873.63,Medium
POL004297,72.0,Female,Property,134208.36,1,0,2065.43,3705.55,Low
POL004298,74.0,Male,Life,96401.2,2,1,5175.45,10178.72,High
POL004299,77.0,Female,,32899.9,2,1,4677.17,8551.75,High
POL004300,36.0,Male,Life,57274.28,0,0,4543.69,5318.06,Low
POL004301,64.0,Male,Property,95402.03,1,0,4290.56,13175.64,Low
POL004302,,Male,Property,104408.6,3,0,2773.03,8530.92,Medium
POL004303,31.0,Female,Auto,43194.06,2,0,4989.76,8120.77,Medium
POL004304,126.0,Female,Health,92825.65,1,0,1828.3,9342.5,Low
POL004305,55.0,Male,Auto,30000.0,1,1,6543.91,17887.76,High
POL004306,70.0,Male,Life,72766.6,2,0,1809.42,4633.24,Medium
POL004307,78.0,Male,Auto,102801.17,3,0,3625.65,13211.56,Medium
POL004308,53.0,Female,Property,61212.11,2,0,3898.44,7186.49,Medium
POL004309,57.0,Male,Life,37326.94,1,1,4362.47,16590.02,High
POL004310,34.0,Female,Life,,0,0,2914.11,13689.48,Low
POL004311,93.0,Female,Health,59882.03,2,0,3436.87,155.54,Medium
POL004312,26.0,Male,Health,90738.96,1,0,604.14,7224.25,Low
POL004313,50.0,Female,Life,52866.84,1,0,4464.87,9108.77,Low
POL004314,73.0,Female,Life,55684.08,1,1,5812.56,23847.33,High
POL004315,69.0,Female,Auto,30000.0,1,0,2679.0,13545.99,Low
POL004316,42.0,Male,Life,79248.62,1,1,6203.05,17669.84,High
POL004317,31.0,Male,Property,70977.38,1,0,3068.18,2100.91,Low
POL004318,28.0,,,45290.38,1,1,4728.57,26542.88,High
POL004319,70.0,Male,Property,79844.97,3,0,893.54,4031.81,Medium
POL004320,,,Property,100676.76,1,0,4733.39,7501.85,Low
POL004321,58.0,Male,Property,69610.8,2,0,4733.11,5793.37,Medium
POL004322,76.0,Female,Life,81704.17,1,0,556.43,5452.32,Low
POL004323,31.0,,Health,,2,0,2858.72,8055.12,Medium
POL004324,47.0,Male,Health,44891.75,3,0,3797.76,7401.99,Medium
POL004325,58.0,,,126414.65,1,0,1758.72,7034.09,Low
POL004326,21.0,Female,Life,63228.75,1,0,3376.0,1786.89,Low
POL004327,76.0,Female,Auto,91402.91,2,0,3451.86,8135.07,Medium
POL004328,21.0,Female,Property,94230.38,1,0,1477.73,978.51,Low
POL004329,45.0,Male,Auto,71510.12,1,0,1447.53,9283.61,Low
POL004330,25.0,Other,Auto,90169.88,1,0,3885.8,9389.22,Low
POL004331,19.0,Male,Life,81145.48,2,1,6758.2,18056.62,High
POL004332,58.0,Male,Life,39559.01,1,0,4384.15,2116.16,Low
POL004333,78.0,Male,Health,66693.18,1,1,3737.46,22309.06,High
POL004334,63.0,Male,Health,59686.23,2,0,1211.11,11578.7,Medium
POL004335,39.0,Male,Life,63456.37,2,0,4114.26,14195.51,Medium
POL004336,58.0,Female,Property,42399.92,2,0,3487.95,6750.01,Medium
POL004337,73.0,Female,Health,103160.84,0,0,3401.84,4801.72,Low
POL004338,72.0,Male,Auto,115049.82,2,0,1716.26,4608.86,Medium
POL004339,33.0,Female,Property,99450.07,2,0,4230.72,2784.73,Medium
POL004340,46.0,Male,Auto,106763.23,0,0,4954.61,5311.02,Low
POL004341,79.0,Male,Life,66384.13,2,0,1233.28,2004.18,Medium
POL004342,66.0,Female,Auto,59093.58,2,0,3829.13,13093.34,Medium
POL004343,65.0,Female,Property,55535.32,5,1,5419.2,24442.87,High
POL004344,47.0,Male,Life,91101.62,1,0,1345.62,8254.46,Low
POL004345,29.0,Male,Property,80676.58,2,0,1123.01,1092.09,Medium
POL004346,52.0,Female,Auto,73069.46,3,0,1439.27,4282.94,Medium
POL004347,28.0,Female,Property,107378.71,0,0,4332.29,3430.77,Low
POL004348,63.0,Female,Life,85123.53,1,1,6091.8,26418.89,High
POL004349,67.0,Male,Auto,54033.56,1,0,4513.53,2782.23,Low
POL004350,38.0,Male,Auto,57977.28,2,0,4590.13,11953.35,Medium
POL004351,38.0,Male,,92049.83,3,0,1178.0,4311.76,Medium
POL004352,22.0,Male,Health,101043.32,2,0,3328.89,3246.34,Medium
POL004353,65.0,Female,Property,88792.01,0,0,730.38,243.93,Low
POL004354,37.0,Male,Health,122422.22,1,0,1732.0,4444.27,Low
POL004355,54.0,Male,Health,115875.18,1,0,1279.82,1147.3,Low
POL004356,20.0,Female,Health,86025.9,1,0,4274.23,5495.76,Low
POL004357,61.0,Female,Health,54035.48,1,0,2141.51,888.27,Low
POL004358,50.0,Male,Life,42250.31,1,0,4970.59,1056.97,Low
POL004359,70.0,Female,Life,65315.46,1,0,1135.73,5382.71,Low
POL004360,78.0,Female,Health,93830.34,1,0,1527.67,6775.22,Low
POL004361,26.0,,Property,,0,0,3402.26,5052.95,Low
POL004362,78.0,Male,,85436.18,2,0,4859.36,453.05,Medium
POL004363,26.0,Female,Health,104218.07,1,0,3800.28,2753.59,Low
POL004364,21.0,Female,Life,68867.31,1,1,6231.47,14907.15,High
POL004365,52.0,Male,Auto,90569.23,2,0,2365.51,8618.83,Medium
POL004366,34.0,Male,Life,95583.92,2,0,4982.63,12824.37,Medium
POL004367,51.0,Female,Life,30000.0,1,0,812.37,864.81,Low
POL004368,93.0,Male,Property,64664.03,0,0,1784.22,212.83,Low
POL004369,49.0,Female,Life,98742.51,2,0,1059.79,11748.09,Medium
POL004370,18.0,Male,Property,,0,0,4191.96,5828.75,Low
POL004371,90.0,Male,Auto,45087.12,2,1,4311.98,9357.44,High
POL004372,62.0,Male,Health,30000.0,0,0,2046.42,3649.46,Low
POL004373,40.0,Female,Property,65855.48,1,0,2011.65,2492.11,Low
POL004374,,Male,Life,73210.36,2,0,4160.54,12443.98,Medium
POL004375,,Female,Life,52901.93,2,0,1209.5,1014.96,Medium
POL004376,117.0,Female,Property,78577.12,1,0,4199.24,7525.5,Low
POL004377,71.0,Female,Auto,87659.67,0,0,935.13,5470.45,Low
POL004378,29.0,Female,Health,91767.18,1,0,1826.35,4203.72,Low
POL004379,63.0,Female,Life,30000.0,0,1,4811.31,10291.8,High
POL004380,64.0,Male,Auto,42142.87,5,0,1043.22,13196.4,High
POL004381,32.0,Female,Health,67384.43,0,0,835.96,3005.34,Low
POL004382,58.0,Female,Health,89304.33,1,1,4299.51,11653.82,High
POL004383,36.0,Male,Life,87230.85,1,1,6094.08,21645.05,High
POL004384,43.0,Male,Property,86796.75,0,0,4159.92,6657.96,Low
POL004385,69.0,Female,Life,65414.55,2,0,3795.86,891.7,Medium
POL004386,46.0,Male,Life,66809.16,0,0,2963.89,7103.53,Low
POL004387,39.0,Female,Life,56791.77,1,0,3474.99,14272.07,Low
POL004388,57.0,Male,Auto,94204.85,1,0,2918.46,5845.88,Low
POL004389,38.0,Male,Property,51987.78,3,0,2935.08,13510.15,Medium
POL004390,68.0,Female,Auto,96250.91,1,0,572.1,12743.77,Low
POL004391,109.0,Male,Life,80196.33,2,0,2223.96,6604.94,Medium
POL004392,37.0,Male,Property,73873.89,4,0,3014.45,10627.04,High
POL004393,74.0,Female,Health,58582.24,2,0,3174.23,3214.98,Medium
POL004394,46.0,Male,Property,41111.45,2,0,2784.84,2113.16,Medium
POL004395,68.0,Female,Life,58808.68,2,1,4439.16,26679.84,High
POL004396,21.0,Female,,66749.83,1,0,2157.25,1192.54,Low
POL004397,72.0,Female,Health,30000.0,0,0,1143.27,9462.05,Low
POL004398,24.0,Male,Health,70066.12,1,0,643.52,13292.57,Low
POL004399,45.0,Male,Property,98108.93,0,0,3065.08,14669.81,Low
POL004400,45.0,Female,Health,89180.45,0,0,2737.56,7288.79,Low
POL004401,21.0,Female,Auto,62594.85,2,0,1561.56,2193.35,Medium
POL004402,39.0,Female,Property,76173.41,2,0,1496.88,102.17,Medium
POL004403,29.0,Female,Health,61095.89,1,0,3116.16,14774.84,Low
POL004404,62.0,Male,Health,78719.02,0,0,980.98,12285.68,Low
POL004405,86.0,Male,Property,113502.7,1,0,1111.53,7902.68,Low
POL004406,39.0,Male,,99212.47,1,0,1619.55,3759.41,Low
POL004407,61.0,Male,Property,88019.86,0,0,4480.9,7813.96,Low
POL004408,19.0,Male,Health,62677.88,2,0,3673.15,12594.35,Medium
POL004409,41.0,Female,Property,93748.46,2,0,3008.89,8384.2,Medium
POL004410,51.0,Male,Health,32828.08,4,0,2161.25,14933.1,High
POL004411,44.0,Male,Life,68691.16,0,0,2379.22,1690.21,Low
POL004412,72.0,Male,Property,89592.79,0,0,1273.54,14739.66,Low
POL004413,58.0,Female,Property,93510.53,3,0,4282.72,8811.22,Medium
POL004414,18.0,Female,Health,91747.11,0,0,1318.65,8562.43,Low
POL004415,25.0,Female,Health,82370.77,2,0,3922.82,5451.31,Medium
POL004416,40.0,Female,Health,70106.88,0,0,1577.63,709.48,Low
POL004417,55.0,Male,Health,88449.4,1,0,3904.8,11430.62,Low
POL004418,23.0,Female,Property,51178.47,3,1,3268.44,8052.52,High
POL004419,39.0,Male,Health,53883.07,1,0,4915.66,5315.59,Low
POL004420,42.0,Male,Property,76543.37,2,0,4639.63,8052.21,Medium
POL004421,35.0,Female,Auto,79329.94,1,0,4443.29,948.74,Low
POL004422,34.0,Female,Property,30000.0,0,0,1315.21,260.78,Low
POL004423,78.0,Male,Health,86378.66,2,0,877.38,1663.6,Medium
POL004424,29.0,Male,Health,94318.21,2,0,4838.75,11056.71,Medium
POL004425,23.0,Female,Auto,73067.87,0,0,2460.79,2939.07,Low
POL004426,43.0,Male,Property,134361.66,2,1,6561.47,27020.27,High
POL004427,44.0,Male,Auto,57926.62,3,1,3164.67,20855.1,High
POL004428,25.0,Male,Property,65972.82,2,0,3421.23,4342.63,Medium
POL004429,117.0,,Health,65123.33,2,1,4110.72,25298.53,High
POL004430,77.0,Female,Property,73095.31,2,0,2906.1,5560.29,Medium
POL004431,59.0,,Health,,0,1,6646.09,9044.38,High
POL004432,18.0,Male,Health,39829.74,5,1,3529.5,25800.87,High
POL004433,74.0,Female,Life,61336.29,0,0,4257.22,12559.46,Low
POL004434,46.0,Female,Life,72559.48,1,0,3595.1,13187.72,Low
POL004435,62.0,Male,Property,105714.3,1,0,1987.97,14007.16,Low
POL004436,66.0,Male,Health,130056.08,1,0,2615.88,1946.05,Low
POL004437,52.0,Male,Auto,108386.85,0,0,2623.49,7795.14,Low
POL004438,57.0,Female,Health,55615.52,1,0,693.71,1809.93,Low
POL004439,,Female,Auto,57604.76,4,0,2908.56,4666.24,High
POL004440,52.0,Female,Property,71016.79,1,1,6073.9,27101.25,High
POL004441,65.0,,,119613.97,0,0,2822.38,285.56,Low
POL004442,62.0,Female,Auto,70864.4,3,1,4159.14,17642.68,High
POL004443,37.0,Female,Auto,41812.31,0,1,4167.97,10885.82,High
POL004444,73.0,Female,Health,62470.57,4,1,4250.85,22214.68,High
POL004445,,Male,Property,93926.4,0,0,1827.59,5238.62,Low
POL004446,30.0,Other,Health,92248.51,0,1,4572.56,28839.11,High
POL004447,78.0,Male,Auto,69994.58,0,1,3440.28,13557.29,High
